"";"plant_species";"frugivore_species";"ID";"frugivore_species_old";"frugivore_genus";"frugivore_class";"frugivore_order";"frugivore_family";"frugivore_class_old";"frugivore_order_old";"frugivore_family_old";"plant_species_old";"plant_genus";"plant_class";"plant_order";"plant_family";"plant_family_old";"plant.form";"frug.orig";"plant.origin";"plant.IUCN";"fruit.diameter..mm.";"fruit.length..mm.";"fruit.color";"seed.diameter..mm.";"seed.length..mm.";"frugivore.group";"frugivore.body.mass..g.";"frugivore.mean.gape.size..mm.";"frugivory.score";"frugivore.migration.status";"frugivore.population.trend";"frugivore.IUCN";"Country";"Island";"island.adapted";"specific.location";"habitat";"latitude.centroid";"longitude.centroid";"latitude";"longitude";"geographic";"geographic.lat";"geographic.lon";"precision";"reference";"method";"frugivore_native_status";"frugivore_endemic_status";"frugivore_singleislandendemism";"plant_native_status";"plant_endemic_status";"plant_singleislandendemism"
"2542";"Stenocereus fimbriatus";"Ploceus cucullatus";278;"Ploceus cucullatus";"Ploceus";"Aves";"Passeriformes";"Ploceidae";"Aves";"Passeriformes";"Ploceidae";"Stenocereus hystrix";"Stenocereus";"Magnoliopsida";"Caryophyllales";"Cactaceae";"Cactaceae";"cactus";"native";"native";NA;NA;NA;"red";NA;NA;"birds";NA;NA;1;"naturalized resident";"stable";"LC";"Dominican Republic";"Hispaniola";"Dominican Republic";"Monte Cristi region";"desert";18,89620449;-70,49627229;"19.8473° N";"71.6406° W";"GA";19,0740227101688;-70,7529184711968;"imprecise";"Lahti, 2009";"network-oriented";"Introduced";"No";"No";"Native";"Yes";"No"
"2543";"Stenocereus fimbriatus";"Cyclura cornuta";2968;"Cyclura cornuta";"Cyclura";"Reptilia";"Squamata";"Iguanidae";"Reptilia";"Squamata";"Iguanidae";"Stenocereus hystrix";"Stenocereus";"Magnoliopsida";"Caryophyllales";"Cactaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Pedernales";"subtropical dry forest";18,89620449;-70,49627229;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Pasachnik & Martín-Velez 2017";"plant-oriented";"Native";"Yes";"Yes";"Native";"Yes";"No"
"2544";"Stenocereus fimbriatus";"Cyclura ricordii";2982;"Cyclura ricordii";"Cyclura";"Reptilia";"Squamata";"Iguanidae";"Reptilia";"Squamata";"Iguanidae";"Stenocereus hystrix";"Stenocereus";"Magnoliopsida";"Caryophyllales";"Cactaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Pedernales";"subtropical dry forest";18,89620449;-70,49627229;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Pasachnik & Martín-Velez 2017";"plant-oriented";"Native";"Yes";"Yes";"Native";"Yes";"No"
"2545";"Stenocereus fimbriatus";"Cyclura cornuta";46;"Cyclura cornuta";"Cyclura";"Reptilia";"Squamata";"Iguanidae";"Reptilia";"Squamata";"Iguanidae";"Stenocereus hystrix";"Stenocereus";"Magnoliopsida";"Caryophyllales";"Cactaceae";"Cactaceae ";"cactus";"native";"native";NA;NA;NA;NA;NA;NA;"reptile";NA;NA;NA;"resident";"decreasing";"EN";"Dominican Republic";"Hispaniola";"Dominican Republic";"Jaragua National Park";"limestone terraces";18,89620449;-70,49627229;"17.7855° N";"71.5012° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Pasachnik and Martin-Velez, 2017";"animal-oriented";"Native";"Yes";"Yes";"Native";"Yes";"No"
"2546";"Stenocereus fimbriatus";"Cyclura ricordii";54;"Cyclura ricordii";"Cyclura";"Reptilia";"Squamata";"Iguanidae";"Reptilia";"Squamata";"Iguanidae";"Stenocereus hystrix";"Stenocereus";"Magnoliopsida";"Caryophyllales";"Cactaceae";"Cactaceae ";"cactus";"native";"native";NA;NA;NA;NA;NA;NA;"reptile";NA;NA;NA;"resident";"decreasing";"EN";"Dominican Republic";"Hispaniola";"Dominican Republic";"Jaragua National Park";"limestone terraces";18,89620449;-70,49627229;"17.7855° N";"71.5012° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Pasachnik and Martin-Velez, 2017";"animal-oriented";"Native";"Yes";"Yes";"Native";"Yes";"No"
"2547";"Stenostomum acutatum";"Cyclura cornuta stejnegeri";2449;"Cyclura stejnegeri";"Cyclura";"Reptilia";"Squamata";"Iguanidae";"Reptilia";"Squamata";"Iguanidae";"Stenostomum acutatum";"Stenostomum";"Magnoliopsida";"Gentianales";"Rubiaceae";"Rubiaceae";"shrub/small tree";"";"Caribbean endemism";"";"";NA;"brown";NA;NA;"reptile";"";"";NA;"resident";"";"EN";"Puerto Rico";"Mona";"Puerto Rico";"Mona island";"coastal scrub";18,22566835;-66,46639658;" 18° 5'37.21""N";" 67°51'3.27""W";"GA";19,0740227101688;-70,7529184711968;"precise";"Navarro & Ayensa (unpublished data) The importance of endangered rhinoceros iguana Cyclura cornuta subsp. stejnegeri as seed dispersor of native plant species in Mona Island (Puerto Rico).";"animal-oriented";"Native";"Yes";"Yes";"Native";"Yes";"No"
"2548";"Stenostomum acutatum";"Loxigilla portoricensis";2729;"Melopyrrha portoricensis";"Loxigilla";"Aves";"Passeriformes";"Thraupidae";"Aves";"Passeriformes";"Thraupidae";"Stenostomum acutata";"Stenostomum";"Magnoliopsida";"Gentianales";"Rubiaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Guánica State Forest (Guánica)";"subtropical dry forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"personal obs.";"plant-oriented";"Native";"Yes";"No";"Native";"Yes";"No"
"2549";"Stenostomum myrtifolium";"Cyclura carinata";2987;"Cyclura carinata";"Cyclura";"Reptilia";"Squamata";"Iguanidae";"Reptilia";"Squamata";"Iguanidae";"Antirhea myrtifolia";"Stenostomum";"Magnoliopsida";"Gentianales";"Rubiaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Turks & Caicos";"Turks & Caicos";"Turks and Caicos Islands";"Pine cay";"subtropical dry forest";21,77987702;-71,87260597;"";"";"BHM";23,8247400227642;-75,7899939498374;"";"Iverson 1979";"plant-oriented";"Native";"Yes";"No";"Native";"Yes";"No"
"2550";"Stenostomum myrtifolium";"Cyclura cychlura cychlura";2190;"Cyclura cychlura cychlura";"Cyclura";"Reptilia";"Squamata";"Iguanidae";"Reptilia";"Squamata";"Iguanidae";"Antirhea myrtifolia";"Stenostomum";"Magnoliopsida";"Gentianales";"Rubiaceae";"";"tree";"native";"native";"";"";NA;"";NA;NA;"reptile";"";"";NA;"resident";"";"";"Bahamas";"Andros";"The Bahamas";"South Andros";"karstic forest";24,2218008;-76,55065181;"";"";"BHM";23,8247400227642;-75,7899939498374;"precise";"Knapp (2005)";"animal-oriented";"Native";"Yes";"Yes";"Native";"Yes";"No"
"2551";"Stenostomum resinosum";"Nesospingus speculiferus";3075;"Nesospingus speculiferus";"Nesospingus";"Aves";"Passeriformes";"Nesospingidae";"Aves";"Passeriformes";"Nesospingidae";"Neoraugelia resinosa";"Stenostomum";"Magnoliopsida";"Gentianales";"Rubiaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Maricao State Forest (Maricao)";"subtropical wet forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"personal obs.";"plant-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"2552";"Stenostomum resinosum";"Spindalis portoricensis";1730;"Spindalis portoricensis";"Spindalis";"Aves";"Passeriformes";"Spindalidae";"Aves";"Passeriformes";"Spindalidae";"Neolaugeria resinosa";"Stenostomum";"Magnoliopsida";"Gentianales";"Rubiaceae";"";"";"native";"";"";"";NA;"";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Dominguito, Arecibo";"moist limestone (karst) forest";18,22566835;-66,46639658;"18.406677° N";"66.731855° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"2553";"Stenostomum resinosum";"Loxigilla portoricensis";1738;"Loxigilla portoricensis";"Loxigilla";"Aves";"Passeriformes";"Thraupidae";"Aves";"Passeriformes";"Thraupidae";"Neolaugeria resinosa";"Stenostomum";"Magnoliopsida";"Gentianales";"Rubiaceae";"";"";"native";"";"";"";NA;"";NA;NA;"birds";"";"";NA;"resident";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Frontón, Ciales";"moist limestone (karst) forest";18,22566835;-66,46639658;"18.318748° N";"66.554630° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"No";"Native";"No";"No"
"2554";"Stenostomum resinosum";"Loxigilla portoricensis";1719;"Loxigilla portoricensis";"Loxigilla";"Aves";"Passeriformes";"Thraupidae";"Aves";"Passeriformes";"Thraupidae";"Neolaugeria resinosa";"Stenostomum";"Magnoliopsida";"Gentianales";"Rubiaceae";"";"";"native";"";"";"";NA;"";NA;NA;"birds";"";"";NA;"resident";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Dominguito, Arecibo";"moist limestone (karst) forest";18,22566835;-66,46639658;"18.406677° N";"66.731855° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"No";"Native";"No";"No"
"2555";"Sterculia sp.";"Amazona versicolor";1921;"Amazona versicolor";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Sterculia";"Sterculia";"Magnoliopsida";"Malvales";"Malvaceae";"";"";"native";"native";"";"";NA;"";NA;NA;"birds";"";"";NA;"resident";"";"";"Saint Lucia";"Saint Lucia";"Saint Lucia";NA;"";13,90248488;-60,96957735;"";"";"EC";15,9098171627273;-62,1116501418182;"";"";"animal-oriented";"Native";"Yes";"Yes";"NoData";"No";"No"
"2556";"Strumpfia maritima";"Cyclura cychlura cychlura";2196;"Cyclura cychlura cychlura";"Cyclura";"Reptilia";"Squamata";"Iguanidae";"Reptilia";"Squamata";"Iguanidae";"Strumpfia maritima";"Strumpfia";"Magnoliopsida";"Gentianales";"Rubiaceae";"Rubiaceae";"tree";"native";"native";"";"";NA;"white";NA;NA;"reptile";"";"";NA;"resident";"";"";"Bahamas";"Andros";"The Bahamas";"South Andros";"karstic forest";24,2218008;-76,55065181;"";"";"BHM";23,8247400227642;-75,7899939498374;"precise";"Knapp (2005)";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"2557";"Strumpfia maritima";"Cyclura nubila";2212;"Cyclura nubila nubila";"Cyclura";"Reptilia";"Squamata";"Iguanidae";"Reptilia";"Squamata";"Iguanidae";"Strumpfia marítima";"Strumpfia";"Magnoliopsida";"Gentianales";"Rubiaceae";"Rubiaceae";"herb";"native";"native";"LC";"";NA;"white";NA;NA;"reptile";"";"";NA;"resident";"";"VU";"Cuba";"Cuba";"Cuba";"Cayo Caguamas, archipiélago Jardines de la Reyna";"";21,62469202;-79,03330319;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Marichal (2016)";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"2558";"Strumpfia maritima";"Cyclura nubila";2427;"Cyclura nubila";"Cyclura";"Reptilia";"Squamata";"Iguanidae";"Reptilia";"Squamata";"Iguanidae";"Strumpfia marítima";"Strumpfia";"Magnoliopsida";"Gentianales";"Rubiaceae";"Rubiaceae";"shrub";"native";"native";"LC";"";NA;"white";NA;NA;"reptile";"";"";NA;"resident";"";"VU";"Cuba";"Cuba";"Cuba";"Cayo Obispo";"";21,62469202;-79,03330319;" 22°24'0.58""N";" 79° 8'54.60""W";"GA";19,0740227101688;-70,7529184711968;"precise";"Berovides, Valido and Navarro unpublished data";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"2559";"Strumpfia maritima";"Cyclura carinata";2518;"Cyclura carinata";"Cyclura";"Reptilia";"Squamata";"Iguanidae";"Reptilia";"Squamata";"Iguanidae";"Strumpfia maritima";"Strumpfia";"Magnoliopsida";"Gentianales";"Rubiaceae";"Rubiaceae";"shrub";"native";"native";"LC";"";NA;"pink";NA;NA;"reptile";"";"";NA;"resident";"";"CR";"Turks and Caicos Islands";"Pine Cay";"Turks and Caicos Islands";"Pine Cay";"Mangrove";21,77987702;-71,87260597;" 21°52'6.14""N";" 72° 5'34.56""W";"BHM";23,8247400227642;-75,7899939498374;"precise";"Iverson, J. B. 1977. Behavior and ecology of the rock iguana, Cyclura carinata. PhD Thesis. University of Florida.";"animal-oriented";"Native";"Yes";"No";"Native";"No";"No"
"2560";"Strumpfia maritima";"Cyclura nubila";2402;"Cyclura nubila";"Cyclura";"Reptilia";"Squamata";"Iguanidae";"Reptilia";"Squamata";"Iguanidae";"Strumpfia marítima";"Strumpfia";"Magnoliopsida";"Gentianales";"Rubiaceae";"Rubiaceae";"shrub";"native";"native";"LC";"";NA;"red";NA;NA;"reptile";"";"";NA;"resident";"";"VU";"Cuba";"Cuba";"Cuba";"Cayo del Rosario";"";21,62469202;-79,03330319;" 21°38'18.87""N";" 81°53'4.93""W";"GA";19,0740227101688;-70,7529184711968;"precise";"González, A., V. Berovides, and M. A. Castañeira. ""Aspectos de morfometría, abundancia, y alimentación de la iguana cubana (Cyclura nubila nubila) en el Archipiélago de los Canarreos, Cuba."" Revista Biología 15.2 (2001): 98-104.";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"2561";"Strumpfia maritima";"Geocapromys ingrahami";2121;"Geocapromys ingrahami";"Geocapromys";"Mammalia";"Rodentia";"Capromyidae";"Mammalia";"Rodentia";"Capromyidae";"Strumpfia maritima";"Strumpfia";"Magnoliopsida";"Gentianales";"Rubiaceae";"Rubiaceae";"shrub/small tree";"native";"native";"";"";NA;"white";NA;NA;"non volant mammal";"";"";NA;"resident";"";"";"Bahamas";"Crooked Island";"The Bahamas";"Crooked Island";"limestone";24,2218008;-76,55065181;"";"";"BHM";23,8247400227642;-75,7899939498374;"unprecise";"Lebreve et al. (2019)";"animal-oriented";"Native";"Yes";"No";"Native";"No";"No"
"2562";"Strumpfia maritima";"Cyclura nubila";309;"Cyclura nubila";"Cyclura";"Reptilia";"Squamata";"Iguanidae";"Reptilia";"Squamata";"Iguanidae";"Strumpfia maritima";"Strumpfia";"Magnoliopsida";"Gentianales";"Rubiaceae";"Rubiaceae";"shrub";"native";"native";"LC";NA;NA;"white";NA;NA;"reptile";"411 (male), 170 (female)";NA;NA;"resident";"unknown";"VU";"Cuba";"Cuba";"Cuba";"Cayo Sijú";"coastal scrub and mangrove forests";21,62469202;-79,03330319;"21.9478° N";"83.5036° W";"GA";19,0740227101688;-70,7529184711968;"imprecise";"Beovides-Casas and Mancina, 2006";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"2563";"Strychnos grayi";"Patagioenas leucocephala";223;"Patagioenas leucocephala";"Patagioenas";"Aves";"Columbiformes";"Columbidae";"Aves";"Columbiformes";"Columbidae";"Strychnos grayi";"Strychnos";"Magnoliopsida";"Gentianales";"Loganiaceae";"Loganiaceae";"shrub/small tree";"native";"native";NA;"";NA;"";NA;NA;"birds";"253 (Male), 230 (Female)";"8.4 (Male) 8.1 (Female)";3;"resident";"decreasing";"NT";"Cuba";"Cuba";"Cuba";NA;NA;21,62469202;-79,03330319;"22.1452° N";"79.5481° W";"GA";19,0740227101688;-70,7529184711968;"imprecise";"Godinez, E. 1992. Situacion de las poblaciones de Columba Leucocephala (Aves: Columbidae) en Cuba. Havana, Cuba: Editorial Academia.";"animal-oriented";"Native";"No";"No";"Native";"Yes";"No"
"2564";"Strychnos grayi";"Patagioenas leucocephala";3250;"Patagioenas leucocephala";"Patagioenas";"Aves";"Columbiformes";"Columbidae";"Aves";"Columbiformes";"Columbidae";"Strychnos grayi";"Strychnos";"Magnoliopsida";"Gentianales";"Loganiaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Cuba";"Cuba";"Cuba";"Several";NA;21,62469202;-79,03330319;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Acosta and Mugica 2053";"animal-oriented";"Native";"No";"No";"Native";"Yes";"No"
"2565";"Styrax portoricensis";"Amazona vittata";3121;"Amazona vittata";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Piciformes";"Picidae";"Styrax portoricensis";"Styrax";"Magnoliopsida";"Ericales";"Styracaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"El Yunque National Forest (Río Grande)";"subtropical montane";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Rodriguez-Vidal 1964";"plant-oriented";"Native";"Yes";"No";"Native";"Yes";"Yes"
"2566";"Styrax sp.";"Geotrygon montana";1875;"Geotrygon montana";"Geotrygon";"Aves";"Columbiformes";"Columbidae";"Aves";"Columbiformes";"Columbidae";"Styrax";"Styrax";"Magnoliopsida";"Ericales";"Styracaceae";"";"";"native";"native";"";"";NA;"";NA;NA;"birds";"";"";NA;"";"";"";"All islands";"All islands";"All islands";NA;"";NA;NA;"";"";"All islands";NA;NA;"";"Zerick Kuecker, Carlos A. Soberanes-González, Claudia I. Rodríguez-Flores, Marîa del Coro Arizmendi, and Tom Johnson";"animal-oriented";"Native";"No";"No";"NoData";"No";"No"
"2567";"Suriana maritima";"Cyclura nubila";2404;"Cyclura nubila";"Cyclura";"Reptilia";"Squamata";"Iguanidae";"Reptilia";"Squamata";"Iguanidae";"Suriana marítima";"Suriana";"Magnoliopsida";"Fabales";"Surianaceae";"Surianaceae";"shrub/small tree";"native";"native";"LC";"";NA;"orange";NA;NA;"reptile";"";"";NA;"resident";"";"VU";"Cuba";"Cuba";"Cuba";"Cayo del Rosario";"";21,62469202;-79,03330319;" 21°38'18.87""N";" 81°53'4.93""W";"GA";19,0740227101688;-70,7529184711968;"precise";"González, A., V. Berovides, and M. A. Castañeira. ""Aspectos de morfometría, abundancia, y alimentación de la iguana cubana (Cyclura nubila nubila) en el Archipiélago de los Canarreos, Cuba."" Revista Biología 15.2 (2001): 98-104.";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"2568";"Suriana maritima";"Cyclura cychlura";291;"Cyclura cychlura";"Cyclura";"Reptilia";"Squamata";"Iguanidae";"Reptilia";"Squamata";"Iguanidae";"Suriana maritima";"Suriana";"Magnoliopsida";"Fabales";"Surianaceae";"Surianaceae ";"shrub/small tree";"native";"native";"LC";NA;NA;"black";NA;NA;"reptile";NA;NA;NA;"resident";"decreasing";"VU";"Bahamas";"Exuma";"The Bahamas";NA;"limestone shoreline and hardwood forest";24,2218008;-76,55065181;"23.5333° N";"75.8333° W";"BHM";23,8247400227642;-75,7899939498374;"imprecise";"Hines, 2016";"animal-oriented";"Native";"Yes";"No";"Native";"No";"No"
"2569";"Syagrus romanzoffiana";"Artibeus jamaicensis";2886;"Artibeus jamaicensis";"Artibeus";"Mammalia";"Chiroptera";"Phyllostomidae";"Mammalia";"Chiroptera";"Phillostomidae";"Syagrus romanzoffiana";"Syagrus";"Magnoliopsida";"Arecales";"Arecaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Mayaguez";"subtropical moist forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"personal obs.";"plant-oriented";"Native";"No";"No";"Introduced";"No";"No"
"2570";"Symphonia sp.";"Amazona arausiaca";1966;"Amazona arausiaca";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Symphonia sp.";"Symphonia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"";"";"native";"native";"";"";NA;"";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominica";"Dominica";"Dominica";NA;"";15,43625504;-61,35619173;"";"";"EC";15,9098171627273;-62,1116501418182;"";"";"animal-oriented";"Native";"Yes";"Yes";"NoData";"No";"No"
"2571";"Symphonia sp.";"Amazona imperialis";1956;"Amazona imperialis";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Symphonia sp.";"Symphonia";"Magnoliopsida";"Malpighiales";"Clusiaceae";"";"";"native";"native";"";"";NA;"";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominica";"Dominica";"Dominica";NA;"";15,43625504;-61,35619173;"";"";"EC";15,9098171627273;-62,1116501418182;"";"";"animal-oriented";"Native";"Yes";"Yes";"NoData";"No";"No"
"2572";"Symplocos octopetala";"Melanerpes radiolatus";3113;"Melanerpes radiolatus";"Melanerpes";"Aves";"Piciformes";"Picidae";"Aves";"Piciformes";"Picidae";"Symplocos octopetala";"Symplocos";"Magnoliopsida";"Ericales";"Symplocaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Jamaica";"Jamaica";"Jamaica";"";"subtropical montane";18,15459368;-77,3185348;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Cruz 1977";"plant-oriented";"Native";"Yes";"Yes";"Native";"Yes";"Yes"
"2573";"Syzygium cumini";"Artibeus jamaicensis";2392;"Artibeus jamaicensis";"Artibeus";"Mammalia";"Chiroptera";"Phyllostomidae";"Mammalia";"Chiroptera";"Phyllostomidae";"Syzygium cumini";"Syzygium";"Magnoliopsida";"Myrtales";"Myrtaceae";"Myrtaceae";"tree";"native";"nonnative";"";"";NA;"violet";NA;NA;"bats";"";"";NA;"resident";"";"";"The Netherlands";"St. Eustatius";"Sint Eustatius";"Rosemary Lane, St. Eustatius";"urban ";17,490036;-62,982751;"17,479150";"-62,977396";"EC";15,9098171627273;-62,1116501418182;"precise";"Hannan Madden, per. Obs.";"plant-oriented";"Native";"No";"No";"Introduced";"No";"No"
"2574";"Syzygium cumini";"Artibeus jamaicensis";2391;"Artibeus jamaicensis";"Artibeus";"Mammalia";"Chiroptera";"Phyllostomidae";"Mammalia";"Chiroptera";"Phyllostomidae";"Syzygium cumini";"Syzygium";"Magnoliopsida";"Myrtales";"Myrtaceae";"Myrtaceae";"tree";"native";"nonnative";"";"";NA;"dark purple";NA;NA;"bats";"";"";NA;"resident";"";"";"The Netherlands";"St. Eustatius";"Sint Eustatius";"Oranje Bay, St. Eustatius";"urban/coastal";17,490036;-62,982751;"17,486092";"-62,989918";"EC";15,9098171627273;-62,1116501418182;"precise";"Zoogdiervereniging unpubl.";"plant-oriented";"Native";"No";"No";"Introduced";"No";"No"
"2575";"Syzygium jambos";"Phyllops falcatus";2514;"Phyllops falcatus";"Phyllops";"Mammalia";"Chiroptera";"Phyllostomidae";"Mammalia";"Chiroptera";"Phyllostomidae";"Syzygium jambos";"Syzygium";"Magnoliopsida";"Myrtales";"Myrtaceae";"Myrtaceae";"tree";"native";"Introduced";"";"";NA;"white";NA;NA;"bats";"";"";NA;"resident";"";"LC";"Cuba";"Cuba";"Cuba";"Escaleras de Jaruco";"cave in forest";21,62469202;-79,03330319;" 23° 2'40.51""N";" 82° 4'15.75""W";"GA";19,0740227101688;-70,7529184711968;"precise";"Navarro, Rojas, Vale, Ferrero, Serrano, Pérez, Vidal, and Faife (2010). Informe final del proyecto ""Papel de las interacciones bióticas en la regeneración de bosques y en la recuperación de agroecosistemas degradados después del paso del huracán Gustav por el archipiélago Cubano"" (ref. A/023710/09).";"animal-oriented";"Native";"Yes";"No";"Introduced";"No";"No"
"2576";"Syzygium jambos";"Aratinga chloroptera";1220;"Aratinga chloroptera";"Aratinga";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Syzygium jambos";"Syzygium";"Magnoliopsida";"Myrtales";"Myrtaceae";"Myrtaceae";"tree";"native";"nonnative";"";"";NA;"yellow";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Llano del Higo, La Cidra, Santiago, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,17812";"-70,71094";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Introduced";"No";"No"
"2577";"Syzygium jambos";"Artibeus jamaicensis";1221;"Artibeus jamaicensis";"Artibeus";"Mammalia";"Chiroptera";"Phyllostomidae";"Mammalia";"Chiroptera";"Phyllostomidae";"Syzygium jambos";"Syzygium";"Magnoliopsida";"Myrtales";"Myrtaceae";"Myrtaceae";"tree";"native";"nonnative";"";"";NA;"yellow";NA;NA;"bats";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Mata de Plátano, Jarabacoa, La Vega, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,12159";"-70,58378";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"seed trap";"Native";"No";"No";"Introduced";"No";"No"
"2578";"Syzygium jambos";"Amazona ventralis";1219;"Amazona ventralis";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Syzygium jambos";"Syzygium";"Magnoliopsida";"Myrtales";"Myrtaceae";"Myrtaceae";"tree";"native";"nonnative";"";"";NA;"yellow";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Mata de Plátano, Jarabacoa, La Vega, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,12159";"-70,58378";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"incidental";"Native";"Yes";"No";"Introduced";"No";"No"
"2579";"Syzygium jambos";"Nesospingus speculiferus";1459;"Nesospingus speculiferus";"Nesospingus";"Aves";"Passeriformes";"Nesospingidae";"Aves";"Passeriformes";"Nesospingidae";"Syzygium jambos";"Syzygium";"Magnoliopsida";"Myrtales";"Myrtaceae";"Myrtaceae";"tree";"native";"nonnative";"";"";NA;"";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Cialitos, Ciales";"montane secondary forest/ shaded coffee plantation";18,22566835;-66,46639658;"18.241758° N";"66.529399° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"Yes";"Introduced";"No";"No"
"2580";"Syzygium jambos";"Spindalis portoricensis";1489;"Spindalis portoricensis";"Spindalis";"Aves";"Passeriformes";"Spindalidae";"Aves";"Passeriformes";"Spindalidae";"Syzygium jambos";"Syzygium";"Magnoliopsida";"Myrtales";"Myrtaceae";"Myrtaceae";"tree";"native";"nonnative";"";"";NA;"";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Cialitos, Ciales";"montane secondary forest/ shaded coffee plantation";18,22566835;-66,46639658;"18.241758° N";"66.529399° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"Yes";"Introduced";"No";"No"
